ID,content,score
31465,"Jumia Toujours égal à lui même Moi perso, je suis satisfait à part un article que jai acheter et qui a cesser de fonctionner en moins dune semaine Mais je reste jumia Chapo a vous  Votre appli est la plus seduisante que je connaisse Tout est tres bien ordonné ",1
61797,Génial je me sens très à laise Merci beaucoup jumia,1
66546,Led 32,1
16013,excellente application à utiliser aisément,0
14393,Bien sécurisé rapide fiable,1
136621,"Le concept est génial, lapplication lest un peu moins. Il faut peut être revoir certains points : - Sauvegarde de lidentifiant et mot de passe version empreinte digitale pour les mobile compatible - une interface plus intuitive avec un système donglet rendant laccès aux différents service, plus rapide. - améliorer les délais de chargement app trop lente par rapport aux standards des app actuelles  Bonne continuation.",0
129285,excilante,1
24173,jaime Jumia cest vraiment incroyable top ,1
126751,Des options très utiles ont étés supprimées comme transfert de solde et autres personnellement je ne serai pas amené à lutiliser comme avant,-1
140999,رين,1
78826,التطبيق رائع وفيه كثير من المنتجات لكن هناك أشياء تنقصه مثل الإحتياجات الصيفيه يرجا التزود ببعض المنتجات وشكرا,1
61769,Je me retiens avant la livraison,0
46781,Fgh,1
137414,"de ce gdff bé RV d ,za fe fe de requête vveA je hé isix te TQ BBQ hq e me",-1
116626,جدا جدا جدا,-1
11442,super application facile et rapide,1
126881,Les détenteurs dune carte de la poste ou dune carte edinar ne peuvent ni effectuer une recharge ni bénéficier des avantages des réductions.,0
112193,من فضلكم انا بشترى حاجات من هذا الموقع ولكن فى المره الاخيره كنت طالبه 3 احذيه والمقاس صغير جدا والمندوب شرط عليه لو فتحتى الحاجه مش هاترجع رديت وقولتله طب هاشوف اذا كانت حاجتى ولا لاء المهم انه رفض وانا دفعت واستلمت الاوردر كل الحاجات ممتازه ولكن الثلاث احذيه ردئيه جدا وانا دفعت 645 تقريبا فى حاجات مش مقاسى خالص,-1
93479,Xoo,1
131153,momtez,0
37786,موقع ليس فيه مصداقية كذابين يأخذون اموالنا يستتمرون بها ثم يعيدونها لنا بعد حرق اعصابنا,-1
108074,"اول طلب لية كان الدفع عند الاستلام دلوقتي ببطاقة الاتمان او الفوري و انا 
مينفعش معاية ولا حاجة من دي الشحنة زادت اوي مش عجبني الاسلوب ده ابدا انا 
عاوز الدفع عند الاستلام ارجو الرد",1
17230,Le bénéfice de jumia est trop,0
114437,Yeeeeees,0
68877,Tikom saha wallh,1
45900,thank for all think,1
88499,تطبيق ممتاز سهل وبسيط,1
100355,حلو كتيييييير,1
14639,Client depuis 2014 service tres efficace,0
88640,برنامج محترم جداااا,1
82983,تطبيق متوسط الاتارة,0
78947,ة ممكنة ن ظ ض ضع6,-1
125286,Ne se charge pas tres lent au demarrage delaccueil,0
63648,Ça marche pas  nous avons rencontré un problème pour rafraîchir les données,-1
139127,Sympathique  Jadore le décor tounsi,1
81890,تطبيق جيد ولكن سياسة الاسترجاع سيئه جدا جدا ومتاخره وسوء معاملة بعض المندوبين فى التوصيل والغائهم الاوردر من نفسهم,0
58699,Cest OK,1
5527,"tous ce quon cherche on le trouve chez jumia avec des différent categorie .les articles satisfaisant .les prix covenables et rentables. son marché sécurité et plain confiance ,la relation des agents trés fidéle de la comande jusquà la livraison à domicile. et trés bon servic",1
43670,تطبيق كتير حلو,1
88554,جيد جذا ولكن تم التوصيل غالي جدا,1
56654,LIphone X à 1D était une arnaque bien camouflée.,-1
85504,ما شفت احسن من ده,-1
19766,Jaime cette application sa permet de achete sans soufri,-1
116109,مرررررررررروحش,-1
79019,جميل يارب يوصلني باسرع وقت,1
123322,"Zéro connexion , zéro résou . Nul nul nul",-1
114751,Alfilaha,-1
77784,التطبيق جيد لكن الاسعار مبالغ فيها كثيرا التوصيل 20درهم لو تعملو التوصيل بالمجان لكانت احسن بكثير و حاولو تنقصو الاسعار سيكون التطبيق رائع. و شكرا,-1
117505,جمييييييل جدا,1
122402,التحديث الجديد سيء جدا,-1
116804,الصراحه جميل,-1
78597,بصراحه انا اتعاملت معاكم كتير وكنتم تمام وبكل مصداقية الأوردر اللي كنت بطلبه كان بيجي زي اللي انا اخترته ع الابليكيشن وخدمة الشحن كانت تمام لكن في الآونه الأخيره كل شيئ اتغير وأصبحتم أسوأ مما توقعت الأوردر بيجي مختلف وخدمة الشحن بتتأخر عن المواعيد المحدده.,-1
89287,حسبى الله ونعم الوكيل فيكم وخلاص وربنا يعوضنا بعد نصبكم,-1
110160,لساتحت التجربة,-1
137628,La mise à jour est trop tard c mediocre .. svp faites un bon service aux clients sinon je serai obligé de faire la clôture du compte .,-1
133362,فاشل من غير عربيه علش وين العجله كذب في كذب قال نجمه حرام فيكم,-1
21825,une vrais arnaque,-1
123617,Cest unitil,-1
88782,واش حنا مغاربا ألا مصريين وشحال بالدرهم أشبغينا شيجنيه,-1
114123,إداره فاشله وعل اما الطلب يوصل بكون نسيت اصلا الحاجه,-1
68809,Ça me nerve,-1
127695,Jarrive pas à payer mes factures 4G box avec carte bancaire,0
35380,تطبيق ممتاز لتبضع سلع و توصيل مضمون,1
11405,Oui bien sùr lapplication est façile à Ituliser nous permé de gagner du temps pour nos achat. Nous sommes satisfaite de JUMIA,1
35948,Jadore ,1
20163,Très belle application mercii bcp,1
134207,Pourquoi est ce quil nest plus possible deffectuer un virement avec lapplication Franchement je ne vois pas trop a quoi elle sert cette appli si on narrive meme pas a gerer notre argent avec Trop de controle TUE le controle,-1
22341,Merci et bonne chance,1
58263,Belle application bien fait,1
59049,"Pourquoi pas aussi un centre commercial de vos produits dans la ville de foumbot, ouest-Cameroun",1
116137,خرل,-1
80412,لدى معلومة ان الاوردرات فوق ٣٥٠ ج التوصيل مجانا ولم احصل علي ذلك فى انتظار جودة المنتج,0
790,كان تطبيق دلول اما تو فسد ياقف و ميخدمش علي برشا تليفونات و زيد رزين و مرات يخدمش خلاص....حسنو تطبيق ناس الكل تستخدم طيارة,-1
27400,Mr6 pour tous,1
87008,تطبيق كويس جدا,0
120176,Je donne trois étoiles parcque la société de livraison met du temps pour récupérer et livrer les colis ce qui fait en sorte que la client se désiste . Mais dans lensemble cest une bonne application pas de beug,0
59583,Prenez la peine de vérifier les produits avant de nous expédier nous payons les livraisons ces parce que nous avons pas le temps pour les retours des articles que ne fonctionne pas.,0
139411,ماسطة شي شي,-1
22402,Vous avez mis ventilo midea vente à 18 h mais on a jamais vu,-1
134093,التطبيقة صنعتوها ونسيتوها عندها مدة ما عادش تخدم ديما فما مشكلة في الاتصال بالله شوفولها حل,-1
140036,Cétait bien je payer tout a travers lapplication mais malheureusemnt depuis un mois jessaye de payer par carte bancaire sur my tt Ou la page internet mais rien ne fonctionne Et je me vois couper la ligne dommage Mou je suis en incapacite de me déplacer Je suis déçue .Le problème ne vien pas de moi Cest tout le cite de Tunisie Télécom depuis un mois Je veux bien payer mais ya til une solution svp Je suis cliente depuis 1994,-1
85008,ممتاز واسهل في التعامل,1
70315,Troop mauvais,-1
59801,Très bon service  Mais il serait mieux de ne pas présenter des articles qui ne sont pas disponible ,0
69143,Its an awsome app that alows u to buy anything on line,-1
27052,jumia est pratique,1
39813,App pro,1
6170,"Erreur de livraison..site injoignable,service client bidon..on nous prend vraiment pour des cons ",-1
8189,"Jaime trop cette application, prix convenables et de bonne qualité ",1
114460,شركه محترمه جدآ والشحن زى مابيقولوا من ٣ الى ٧ ايام,1
87493,الى حد ما,0
142156,nombre dutilisateurs très faibles. un effort de communication simpose,0
119570,"Ne me répondez même pas, je suis littéralement déraisonnable du fait de votre manque de professionnalisme, vous mavez juste dégoûté je ne souhaite à personne de vous connaître, ainsi que votre faillite, pour le bien de tous Vous nêtes que des escrocs Me prendre en charge vous dites  Rendez-moi donc mon argent, celui que vous mavez volé En plus vous me répondez à 23h15 ... haha Au revoir merci",-1
111738,جربت اعمل اوردر وبعد ما تم التاكيد تم الغاء الطلب منهم لان التخفيض في السعر كان 94% وده يعتبر نصب لانه بينزل عروض وهميه عشان يبقى في عدد مستخدمين فقط....... ارجو احترام حقوق المستخدم واحترام مصداقية الموقع......  بصراحة انصدمت فيهم,-1
115343,جميل جميل جدا,1
123107,Lapplication nest pas toujours pratique et les jeux de orange sont absurde et on peux jamais gagner .,0
49007,mayen,0
109185,ارجو مراجعه مصاريف الشحن لانها عائق امام العملاء,0
132687,I,1
3023,"Excellente idée, courage intigo",1
142568,Merci #Topnet,1
69834,Diomandé yacou,0
119432,"Le service client ma contacté en urgence et ma tt bien expliqué et le le remercie vu que je navais pas une bonne idee comment ca se passe et pr le temps quil ma accordé et vous encourge pour ce que vous faite et cest ce que jappel du profissonalisme et etre a lecoute . Merci encore si ... et bonne continuation , je conseille vivement cette application et bonne continuation",1
128837,الحب متعي  ,1
86747,جميل جدا ومنتجاته رائعه,1
121490,des fois Yassir....des fois يحير ... lapplication se met en mode hors ligne quand ca lui chante Android 8. quelque chose 4 Giga de RAM,0
63044,Cest de l.arnaque,-1
122165,tooooop mrc yassir si la millerre,1
113991,شركة سيئة جدا جدا وعدم وجود مصداقية في التعامل,-1
134428,شكرا جزيلا ... اتمتع بخدمات ممتازة منذ 25 سنة ... تطبيق جدا رائع.,1
88456,الابلكيشن بيخرف سئ جدا وبدأت أتعامل مع المواقع الأخرى ظبطوا مشاكلكم,-1
17381,Arnaque et escroquerie ,-1
34033,Application moyen,0
138666,Toujours le service est indisponible  Une solution svp jarrive même pas à entrer mes identifiants...,-1
29069,Bonne apli,1
8311,les infos pas si facile à remplir. délai de livraison un peu long à mon avis.,0
117838,ناجحة,1
62658,نصابة وكذابين منصحكمش تتعاملو معاهم,-1
127110,Les prix des forfaits internet trop cher...,-1
81090,برنامج جيد بس ياريت يكون في أفضل في المعامله,0
126722,"Vraiment cet annonce me fait souffrir Il affiche trop souvent Veuillez larrêter svp Depuis que jai commencé à signaler lannonce ça ne sarrête pas Il affiche toujours Vraiment je ne veux pas encore voir ça Cest trop dérangeant  Cette application nest pas installée sur mon phone, mais pourquoi elle me dérange comme ça ",-1
137608,Ne permet pas de voir les virement à recevoir,0
6983,Facilite la tâche,0
113013,متعة في التسوق والإختيار,1
59889,كم تمن توصيل الى المغرب,1
139500,Bahia,1
116333,hjm,1
16203,pouri comme une poubelle je commende une montre i fitness on me la livre avec un chargeur coupe,-1
105769,Zwiin,1
14424,Très bonne cordialement,0
21736,Jai adorée grave,1
79482,المنتجات المجانية الشحن قليلة و في منتجات كتيرة مش زي اللي في الصورة و تكتشف ان خامتها مش كويسة لما توصل و تفتحها بس الى حد ما في مصداقية في التعامل و عروض  جيدة ,0
113862,عملت طلب وبعدين اتأخر اكتر من اسبوعين عشان يتأكدو ان المورد عندة  بعديها كلموني ع فوني ان كل المنتجات متوفرة ماعدا حاجة واحدة بس وحنبعتلك قسيمة شراء عدى شهر ادخل اتتبع الطلب  المفاجئة الطلب معرفوش يشحنوة  شركة مش عارفة تشحن طلب  طاب بلاش كدا  فين القسيمة,-1
68100,هناك مصاريف مخبأة هذا غير جيد,-1
123601,Une application â limage de son propriétaire arnaque : 5ommej zayed,-1
89107,تأخير المندوب وكترة أعذار للتأخير,0
21470,Il est impecable cette application,1
61963,Jai adoré lapplication,1
59584,سلام انا من الجزائر و بضبط من ولاية سيدي بلعباس.   اريد ان اعرف كم تستغرق مدة التوصيل للمشتريات الى المنزل . وشكرا,0
11709,Pourquoi lors dachat groupé on paye les frais de livraison sur chaque produits,-1
249,Quand cétait gratuit cétait plus efficace.,-1
10747,led cocottes minutes sont trop légères et mal finies,-1
64804,Parfait pour les achats,1
86446,موقع متميز يشع بالحياه بس اتمنى اضافه مواصفات الاجهزه الالكترونيه باللغه العربيه بجانب اللغه الانجليزيه,1
59568,"Jaime bien cette application. Mais jai fait une livraison de plusieurs produits, on ma livré un pas un,  je veux savoir si cest possible de livrer tous les produits, pour économiser les frais de livraison.",1
4865,Pratique et remise incroyable lors des black fridays,1
39382,Très particulier,1
85535,خدمه رائعه لكن مش كل منتجات كويسه,0
138290,Ca marche seulement une fois,-1
120654,Pour quoi vous najoute pas la carte Visa électron,-1
79220,مره حلو وممتع,0
39600,Service cv pas 2 tt ena 3adit commande w jeni robot mahlouk w ki 7abit nbadel walew yetjabdou w hez lil mghira w lac Ty brabbi ki ena 3andi wa9et bch nemchi lil blayes hedhi ty mani nechri direct l wech 3al internet ,-1
2577,très mauvaise,-1
58020,Merci pour vos services :,1
12473,"facilite lachat,ne beugue pas",0
25672,il ya pas Les affaires de kpop comme EXO,-1
86594,اولا مرة اشتري منكم,0
81726,لقد تم حل المشكلة اشكركم وانتم تستحقون ال ٥ نجوم,1
41632,Trop Super,1
138281,Depuis 2 jours je dois desinstallè et réinstaller pour que lapplication démarre,-1
28613,Bad,-1
4180,Beaucoup plus damélioration... Cest bien.,1
54,Nest pas commode.Je propose que le code didentification demandé à chaque fois soit communiqué directem à lentame de lannonce et non par le biais dun message auquel il faut à chaque fois recourir,-1
8611,Très bon service .,1
77932,فى بعض السلع غالية قوي بالنسبة للسوق خارج التطبيق,0
52683,3iyana miga hamza zero,-1
26445,Wouaih cest pas mauvais,0
22477,Black friday larnaque du siècle cest vraiment honteux,-1
27276,pas.male.jadore,0
23869,je suis satisfaite de vos peoduits,1
106202,التطبيق لا يعمل عندي,1
140308,je suis toujours tunisie telecom,1
122408,لا يمكن التحميل,-1
83003,جميل جدا ساعدني في جميع أنحاء,1
42311,Tbarkah 3likom dima jumia,0
123313,elle se deconecte tous le tempset je suis obliger de mettre encore une fois mon num et dattendre le code,-1
21138,Frais dexpedition elever,0
105804,jamiiil,1
65523,Meilleur et bn  prix,0
23000,Bien et facile jumia,1
7529,les articles ne sont pas faciles à retourner mais quand larticle es bonne elle dur ces une histoire de chance,-1
80423,هل أطلب اوردر يوم ٧/٨ ويجيلى يوم ٧/٢٢ او ٧/٢٤ بالرغم ان مافيش مناسبات.,1
83809,للاسف التجربه مش حلوه وبجد حاجه ماكنتش اتخيل لما اعمل اوردر علي بعضه الاقي يجيلي حاجه حاجه وكل حاجه بشحن يبقي ده اسمه ايه وكمان اطلب حاجتين من نصف افاجأ الاقيه واحد فقط وطبعا انتي استلمي وبعدين اعترضي,-1
82149,انا لسه مجربتش التطبيق هل التوصيل مجانا,-1
48848,it is ok for now.,0
9079,Jai plusieurs fois commandé sur jumia et je suis vraiment satisfait,1
120608,Alimentation de la carte n est pas tjs disponible,0
6911,"Très très utile,mais mon problème est que nous navions pas de poste chez nous,cela rends nos achats impossible",1
14463,Les frais sont tros chere merci,-1
16638,Jumia est bel et bien la meilleure boutique en ligne,0
20638,Pour instant cool,1
16987,Les frais sont tro cher,-1
23147,Je donne trois étoiles car acausse de petits papiers vous avez refuser que je vous retourne un marchandise ,0
63696,Je suis content de cette application,1
11200,Efficace et parfaite service,1
69970,للاتعجبني كثيرا,-1
127651,elle ne fonctionne pas,-1
80636,هو حلو بس في مشكلة ان لو الواحد مش معاه فيزا كرت ومش عارف ازاييدفع فوزي فيها ايه لو استلمت عند الاستلام,-1
125824,سيب الأنترنات,-1
9287,Cette appli est unique et superbe je suis vraiment content de leur service Trop cool,1
87661,شكر جوميا بس ياريت التوصيل يكون اسرع شويه,1
23500,"Cest nul vous être une bande de menteur, faite prévue de professionnalisme",-1
6523,Jumia fait beaucoup defforts pour rendre le service facile. Et le délai de livraison est raisonnable. Merci Jumia,-1
28516,xnxx pas,0
15279,Les ventes flasch du week end sont louches,-1
113887,"بصراحه انا كل ماشغل التطبيق بيقول يتعذر الانترنت وكل مره كده والنت عندي 
شغال ارج حل مشكلتي في اقرب وقت",-1
7865,"simple, mais pas assez de diversité darticles",0
103557,ممتاذ جدآ,1
6848,"Bon pour les achats, tu as tous les boutiques sur ton écran les plus cher et les moins cher",0
67537,Très bon service mais les prix n  en font pas lexception malheureusement sinon c aurait été génial.,1
64290,Juste un peu lent,1
71390,Richesse,1
1222,السلام عليكم منذ يومين فما مشكل في تحديد الموقع,-1
52559,This is not fair.... how comes the fees are higher than the price of the staff. This is nonsense I wanted to order an item that cost 807ksh when I wanted to finish with payment the cost became 1750ksh with no delivery . Is this not scum,-1
5759,Tres bonne application ...seul probleme est que vous nous inscitez à acheter en détail plutôt que dacheter en gros parceque même pour un achat en gros on paie le transport pour chaque article soit 10 articles achetés on paie 10 fois le transport. Vraiment dommage,0
133911,Hfdk,0
10741,Cest une très bonne application pour les achats en ligne,1
44391,assez b1,0
26536,bien mais ....,0
43689,Super-super cool you are inteligent,0
73437,واعر,1
11201,Merci c une super appli sa arrivé super vite et puis vous etes les meilleurs,1
61602,Je suis de la côte dIvoire  mais  je narrive pas à confirmer ma  commande          quand bien même  que je suis la procédure à la lettre on me dit que  le code dautorisation nest pas valable je ne comprend plus rien donc faites quelque chose pour moi svp,0
78871,للاسف انا طلبت فلتر تانك ٧مراحل البيور جالى فلتر تانك بور طبعا ماستلمتش وفعلا الفاتورة مكتوب عليها بيور لكن الكارتونه بور وقت ضايع وحرقة دم,-1
128783,كان قحب وتمنييك,-1
88576,ر هنأ ح هن عج يؤ9٣-٠,-1
10054,très bonne application pour faire des achats,0
89403,اجمل بجد,1
109244,"احسن برنامج شفتو اقسم بالله تقدر تشتري اي حاجة من علية بكل سهولة بسراحة 
برنامج جبار",1
88397,اجمل الروائع,1
120484,Jai essayé en vain de créer un compte avec ma carte bancaire je narrive jamais à passer à la seconde étape. Lapplication doit être finalisée avant dajouter les nouvelles fonctionnalités et de les promouvoir. Aucune réponse du support technique suite à ma réclamation par mail,-1
24620,Professionnels. Bon courage ,1
86407,تطبيق معفن والحاجات غاليه وكذا منتج معلن وعند الطلب غير متوفر بصراحه تطبيق سوق افضل بكتير,-1
136314,Le problème est résolu. Merci de vérifier,0
122617,Bravo application exceptionelle bonne continuation 513,1
85533,برجاء تحسن سرعة الشحن,0
22440,meilleur site de vente en ligne,1
94400,Llll,0
85439,موقع رائع جدا,1
37988,Pur arnaque,-1
66078,parfait merci beaucoup JUMIA,0
71068,top,0
92035,ارجو تنشيط خدمة العملاء تليفونيا,0
142108,bjaddkom maaneha hedhi application fel 3assr l 7ajari brabi 9adeh dfa3tou aaleha flouss اربعطاشنلف ti hedhi hata sujet pfe ma tjich ytayhou aaleha tellement fechla ma ta3abtouch rwehkom bech thotou temps reel bech taamlou haja moderne ya zahi khit :,-1
1080,نحب لكل,1
2845,برنامج غير عملي ثقيل البرامج الكل تطورت الا هذا كل تطوير يرجع للوراء أكثر,-1
68039,غي كذوب و خرطي و اسعار غالي بزاف,-1
142001,"Triste de découvrir que le ministère de lenvironnement et plus 
généralement ladministration nest pas capable de produire et de maintenir 
une simple appli en fonctionnement. Ça en dit long sur le piètre niveau de 
la masse des fonctionnaires",-1
81325,لا ده طتبيق وحش يستاهل,-1
62408,Jai aimé mais avec de la retenue parce que je narrive pas avoir le calendrier exact des ventes flash  Je dors à peine juste pour pouvoir en profiter,0
139059,"Un bon début par contre le nombre de chachia a augmenter :objectif 5 disponible sur le parcours 7 ou 8,si non en senlasse de rejouer pour moi je désinstalle contacter moi quand il sera pret.mais ce reste un bon debut",-1
59675,Pourquoi vous obliger a payé par les services money,0
67592,Moi j ai 12 ans et commend et je les chercher à l agence jumia,1
112604,اسعاره ممتازه,0
81979,التحديث الجديد بة بعض المشاكل ارجو اصلاحها,0
8174,jaime bien mais dommage que la plus part des produits des ventes flash ne sont pas mes préférés,0
16850,"Excellente application, je recommande",1
133520,نزحتا تفنذرفخخلةغعدواري,1
3518,Mon expérience est médiocre  Depuis oe temps que jachète depuis ce site et le jour du soit disant Black friday le site est HS  Et cest la même histoire chaque année  Wallah 7ta 3eye9tou ga3 ma 3endkoumch les marragats ,-1
63229,Bff,-1
1762,"Vos services me plait comme beaucoup de tunisien mais je vous propose dajouté la possibilité de cocher plusieurs villes dans la recherche car par example  Tunis,Ariana,Mannouba,Ben Arous  cest Grand Tunis . On vous soutiens par nos avis ... merci de lire",0
69992,bom aplicativo,1
7431,Je trouve sa bien mais il ya certains produits qui son différent de ce quon voie à lachat,0
22894,Je suis très satisfait.,1
80814,ازاي اشتري 3 منتجات وكلهم عليهم شحن مجاني من جوميا اكسبريس بقيمهر1260 جنيه يعني معدى 250 وادفع على كل منتج مصاريف شحن 40 جنيه,0
81793,جيد جدا لكن بنت,1
110341,ياريت زى مابعته المندوب بمنتهى السرعة يستلم الفلوس تبعتوه  يستلم المرتجع ويرد الفلوس منتهى قلة الذوق ولا عارفة اتواصل مع حد يدينى كلام واضح حسبى الله ونعم الوكيل,-1
113817,"فى مشكله عندى بعد ازنكم انا كل لما اختار شيئ واضيفه لعربه التسوق واتم 
الشراء يظهر لى الدفع ببطاقه ائتمان .وانا اريد الدفع عند الاستلام.برجاء الرد 
كيف احل هزا المشكله.ولكم جزيل الشكر",0
138537,application efficace permet de suivre le silde en temps reel,1
25107,Super merci pour tout,0
109335,تطبيق جميل جدآ وانصح بالكل اني ينزلو هيستفاد كتير,1
20051,Simplifie la vie,0
19788,Shopping sur jumia ....une bonne expérience,1
78406,ممتاز جدا وشكرا ,1
45212,chouette,0
12332,Application tres simple pour passer les commandes,0
67910,Jai pas encore installer laplication mais quand jai lu les avis  jai pas la installer,-1
33151,Czo,0
138874,Services monitique nul,-1
3045,"Do not function properly. Looks awesome, but I did not have an opportunity to try it, as I was not able to create an account",-1
81357,جيد حتى الان,0
17465,Merci pour vos articles .. je suis contente,1
13897,Généralement bonne mais des fois elle beug,1
82443,ممتاز جدا بس محتاج حل للحصول على العمولة او النقاط,1
78124,فعلا تطبيق رائع,1
59091,Top  Continuez,1
142186,cest une magnifique application. mais si vous avez de la décoration pour appliquer une couleur décorée sue les mures.,1
42253,"Intéressant et pratique. Seulement, ce que je voudrais savoir, cest lavantage dêtre livré dans un point de relais Car si là encore je dois déboursé des frais alors quel est mon avantage  Aussi jai télécharger lapplication, à quoi cette application me profite telle ",0
13083,Facile et rapide merci Jumia,1
28177,ثمن جد مناسب كنتمنى يصدق,-1
139355,BRavo orange,1
123201,Bonne application mais on veut plus doffres et de forfaits,0
66256,Chefaraa,-1
119445,Je ne reçoit pas le code pin par sms pour s authentifier par contre ça fonctionne sur le site web.,0
37827,Siro diro likom chi fracha,-1
7393,Superbe application a chaque foix que je passe une commande je la reçois sans problème et les produits sont fiables,0
86627,خدمة ممتازة وشركة محترمة,1
28251,Black Friday in Jumia is the best,1
2016,"Cette application nest  pas du tout praticable et je trouve mieux la précédente,  veuillez enlevez  cette application",-1
128999,Insatisfait ,-1
12757,Merci de donner accès à un large choix de catégories,0
25656,plus de notification svp,0
125836,ل اتغشو,1
10874,jai fait une commande et au bout dune semaine on me fait savoir que le livreur na pu me contacter decu,-1
28648,Congélateur,-1
80705,تطبيق لا علاقة بالمقارنة مع ماهو متوفر من تطبيقات خاصة بالقرآن ومجانا اقترح ان تلغوه,-1
5581,"Il y a des articles bonne affaire, mais, on y trouve aussi des articles beaucoup plus chers que sur le marché ,lessentiel ça vous économisé question temps",0
28354,جوميا هذا الموقع الذي لا يكل ولا يمل من الإحتيال اليوم العديد كان ينتظر تخفيضات عدة هواتف على الساعة 11.59 لكن تم إطلاق العروض قبل الوقت بدقائق  تظهر لك واجهة نفاذ المخزون حسنا لنفترض أنو الكونيكسيون عندي ماش مليحة مالجري عندي 8 ميجا  و الناس سبقتني مالجري على 11.55 طلعولي العروض بصح يقولك نفاذ مخزون بلا منحكي على العروض الأخرى في الواجهة يقولك راهي بتخفيض كدا تدخل تجي دير طلب يطلعك سعر آخرمرتفع  خوتي الحل ساهل قم بتقييم التطبيق على بلايستور بنجمة واحدة و أعطيهم أبخس نقد ش,-1
271,Beaucoup des problèmes  médiocre,-1
128081,Chbeha ma te5demch ,-1
5604,"Lapplication est cool mais les services après ventes ne le sont pas tous, les retour de marchandises durs trop et on ne peut changer dadresse même quand on a déjà commandé chez le service client",0
80702,كتير بطلب المنتج وخدمة العملاء بتاكد معايا الطلب وبيبقا ف خلال 5 او 6 ايام وف الاخر المندوب يتصل بيا يقولي هنأجل المنتج ليوم تاني عشان انا مش مندوب المنطقة وبالتحديد ف ٣ طلبات,-1
60023,Juste pour info il faut rénover les vêtements pour homme.,1
121540,Beaucoup de bug Elle marche pas avec l ios,-1
24859,Jadore....,1
95063,موفق,0
7309,"Bien , suggestions je demandais à jumia de revoir leur coût de transport des articles vers l intérieur . Car cela paraît cher , pour ne pas perdre la clientèle. merci bien cordialement.",0
132361,Mk,1
59147,Top  du top,1
137539,Toujours du retard,0
17353,les achats dur avant de venir,-1
26266,jumia vent les produits tres efficas,1
14319,Vous êtes nulles et vous êtes des gros menteurs,-1
24069,Je suis au Niger comment faire la livraison ,0
4886,Pas la peine de faire des promotions ou des pubs alors quon peut pas accéder à lapplication pour commander par exemple le destokage annoncé aujourdhui a 18h ,-1
23029,Pour la levreson ce tro cher,1
137854,Plus possible de s authentifier apres la derniere maj svp corrigez au plus vite,-1
1631,Bonne application.sauf certains problèmes de demarrage parfois,0
131590,برنامج باهي اما نطلب انو التهبطولنا كل جمعه 200moبلاش وهكاكا الكلنا نستفادو وشكرا,0
123224,"Très mauvaise application, beaucoup de lag, et ne aidé moi pour rien, et aussi la taille très grande et insuffisant",-1
14625,Jai un problm de mise à jour je peux plus ouvrir lap,-1
32331,Movese application,-1
22481,"Pourquoi vous refusez que nous qui sommes proches de vos agences,passent prendre directement nos articles commandés",-1
4705,Appli très lente pour la mise à jour,0
27418,Jean luc ouattara,-1
7645,Jaime cette applications cest super bon en plus ils sont moin chér en matier des achats et sa prend moin de connexion jador,1
43677,Pas mal dans lensenble a amélioré et plus darticles,0
9605,Bon mais trop des pubs intrusives,0
124879,ouiiiiiiiiiiiii,1
44376,super plateforme,0
140145,Recharger par carte bancaire nest pas fiable,-1
6803,4 étoiles parceque la livraison gratuite nest pas autorisé à tous le monde,1
71621,Yahya,1
17362,Cest bien dans lensemble.,1
21391,Jaime Je savoir est ce que les produits certifiés et original je veux commander collagène est je ne sais pas est ce que c originale ou pas ,1
13414,Ravis des produits. merci davance.,1
25195,menteurs les méga cadeau cest juste des monsonges,-1
64200,Très cool. Utilisation simple. Application utile,1
22555,Cest la première fois magnifique,-1
40346,Super special,1
4410,Jadore cest facile simple et rapide,0
68019,Jumia soit vous faites du E commerce en bonne et forme soit ouvrez une boutique à Darb Omar,-1
123944,زبلة و بارشا كذب,-1
63020,Jumia la meilleure boutique en ligne,1
57698,"Bonjour  Je suis en Côte dIvoire et jaimerai que le paiement de la 
montre mcykcy se fasse avec tout les réseaux du pays su mentionné, dans mon 
cas cest avec moov Money que jaimerai faire lachat mais hélas",0
136914,Je me demande ci cest possible dannuler le service Sms et obtenir une login et mots-clés pour lapplication et merci de me communiquer le frais de lapplication et les date déchéance,0
131480,Jai même pas pu créer un compte.,-1
89146,التطبيق لايفتح اطلاقا,-1
59787,Je suis contente de jumia cest efficace et les produits son de bonne qualite,0
69216,des arnaqueurs  a ne pas telecharger cette application,-1
56556,jumia cest lemeilleur du shopping en ligne et je suis un des meilleurs clients  mais le problème est que je suis un membre de la jforce  mais je veux juste demander de nous donner la chance de pouvoir tous vendre ou acheter sur la jforce sinon quil propose les articles donc ça nous donne pas a 100 pour cent nos ventes et on arrive mème pas a rien vendre,0
124388,Trés belle idée,-1
42410,verset 7,0
14391,Bien mais devient plus cher a la livraison vous profitez des pauvres gens,1
19713,tres interessant en general,1
61851,Waouuuuu jumia mais  diminuez un peu les frais de livraison,1
78704,التوصيل الى ولاية ورقلة غير موجود الرجاء الأخذ بعين الاعتبار في المستقبل وشكرا,0
122558,ناقصة شوية retouche واعدادات. لوكان تعطينا ساعة الاقتراب ومكان الاقتراب من المصاب.,0
140880,Wiouuu trust me it sucks,-1
86926,جوميا رائع جدا وأحب أن أقول للكل أن يحمله,1
109242,عامل اوردر من يوم 20 لحد الان موصلش حاجه,0
112885,جميل جدا و رائع,1
137404,عمل طيب,1
